 Hit    Total  Avg    Min    Max   Name
60     1194   19     18     22     ClearScreen
60     7342   122    107    158    RenderNormalDisplay
60     523    8      8      10     LockVideoBuffer
60     9632   160    146    199    Refresh
60     288    4      2      32     Process
60     6      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
23     153    6      2      56     CopyVideoBuffer
23     340    14     10     65     UnlockVideoBuffer
23     582    25     14     258    Actor Rendering
23     199    8      8      13     Wall Rendering
23     227    9      9      11     Floor Rendering
23     237    10     2      172    ClearZScreen
23     201    8      8      9      ClearScreen
23     1620   70     50     466    RenderNormalDisplay
23     228    9      3      79     LockVideoBuffer
23     2265   98     65     624    Refresh
23     1846   80     0      1822   Process
23     48950  2128   0      48945  ReadInputs
 Hit    Total  Avg    Min    Max   Name
1      55     55     55     55     CopyVideoBuffer
1      63     63     63     63     UnlockVideoBuffer
1      15     15     15     15     Actor Rendering
1      20     20     20     20     Wall Rendering
1      8      8      8      8      Floor Rendering
1      3      3      3      3      ClearZScreen
1      9      9      9      9      ClearScreen
1      64     64     64     64     RenderNormalDisplay
1      53     53     53     53     LockVideoBuffer
1      232    232    232    232    Refresh
1      1      1      1      1      Process
1      0      0      0      0      ReadInputs
 Hit    Total  Avg    Min    Max   Name
56     10377  185    2      10223  CopyVideoBuffer
56     10855  193    10     10225  UnlockVideoBuffer
56     2327   41     14     1520   Actor Rendering
56     1891   33     19     800    Wall Rendering
56     5110   91     8      4631   Floor Rendering
56     163    2      2      3      ClearZScreen
56     7111   126    8      6626   ClearScreen
56     17028  304    60     13587  RenderNormalDisplay
56     223    3      3      23     LockVideoBuffer
56     34387  614    74     30061  Refresh
56     25     0      0      1      Process
56     11     0      0      5      ReadInputs
 Hit    Total  Avg    Min    Max   Name
108    342    3      2      5      CopyVideoBuffer
108    1363   12     10     44     UnlockVideoBuffer
108    1691   15     14     18     Actor Rendering
108    2072   19     10     25     Wall Rendering
108    1073   9      8      13     Floor Rendering
108    348    3      3      4      ClearZScreen
108    1039   9      8      12     ClearScreen
108    7096   65     58     86     RenderNormalDisplay
108    433    4      3      6      LockVideoBuffer
108    8981   83     74     158    Refresh
108    169    1      0      17     Process
108    22     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
121    370    3      2      4      CopyVideoBuffer
121    1490   12     11     15     UnlockVideoBuffer
121    1795   14     13     17     Actor Rendering
121    1719   14     10     28     Wall Rendering
121    1285   10     8      15     Floor Rendering
121    400    3      3      4      ClearZScreen
121    1159   9      9      11     ClearScreen
121    7298   60     53     72     RenderNormalDisplay
121    454    3      3      5      LockVideoBuffer
121    9297   76     69     89     Refresh
121    374    3      1      33     Process
121    17     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
119    368    3      2      4      CopyVideoBuffer
119    1474   12     11     14     UnlockVideoBuffer
119    1580   13     9      18     Actor Rendering
119    2316   19     11     39     Wall Rendering
119    1199   10     6      17     Floor Rendering
119    381    3      3      4      ClearZScreen
119    1139   9      9      12     ClearScreen
119    7521   63     53     82     RenderNormalDisplay
119    460    3      3      5      LockVideoBuffer
119    9509   79     68     100    Refresh
119    373    3      1      8      Process
119    13     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
122    375    3      2      5      CopyVideoBuffer
122    1489   12     11     15     UnlockVideoBuffer
122    1728   14     9      20     Actor Rendering
122    1853   15     8      31     Wall Rendering
122    1336   10     6      15     Floor Rendering
122    402    3      3      5      ClearZScreen
122    1156   9      9      11     ClearScreen
122    7415   60     49     76     RenderNormalDisplay
122    472    3      3      5      LockVideoBuffer
122    9428   77     66     92     Refresh
122    333    2      1      7      Process
122    7      0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
124    394    3      2      11     CopyVideoBuffer
124    1558   12     11     22     UnlockVideoBuffer
124    1772   14     10     32     Actor Rendering
124    1603   12     8      25     Wall Rendering
124    1304   10     3      22     Floor Rendering
124    420    3      3      14     ClearZScreen
124    1207   9      9      26     ClearScreen
124    7251   58     52     77     RenderNormalDisplay
124    481    3      3      5      LockVideoBuffer
124    9334   75     68     93     Refresh
124    383    3      1      6      Process
124    26     0      0      4      ReadInputs
 Hit    Total  Avg    Min    Max   Name
40     126    3      2      5      CopyVideoBuffer
40     593    14     10     104    UnlockVideoBuffer
40     624    15     14     32     Actor Rendering
40     383    9      8      15     Wall Rendering
40     455    11     10     22     Floor Rendering
40     125    3      3      4      ClearZScreen
40     372    9      8      11     ClearScreen
40     2277   56     52     76     RenderNormalDisplay
40     198    4      3      49     LockVideoBuffer
40     3217   80     66     176    Refresh
40     94     2      0      10     Process
40     24     0      0      17     ReadInputs
 Hit    Total  Avg    Min    Max   Name
128    387    3      2      5      CopyVideoBuffer
128    1551   12     9      14     UnlockVideoBuffer
128    1876   14     11     18     Actor Rendering
128    1656   12     9      21     Wall Rendering
128    1410   11     9      14     Floor Rendering
128    410    3      3      4      ClearZScreen
128    1195   9      8      12     ClearScreen
128    7529   58     52     66     RenderNormalDisplay
128    487    3      3      5      LockVideoBuffer
128    9610   75     66     82     Refresh
128    243    1      0      9      Process
128    17     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
127    395    3      2      5      CopyVideoBuffer
127    1581   12     11     14     UnlockVideoBuffer
127    1611   12     9      16     Actor Rendering
127    1758   13     8      25     Wall Rendering
127    1335   10     7      14     Floor Rendering
127    408    3      3      5      ClearZScreen
127    1204   9      9      12     ClearScreen
127    7305   57     48     68     RenderNormalDisplay
127    495    3      3      6      LockVideoBuffer
127    9436   74     66     84     Refresh
127    316    2      1      6      Process
127    15     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
127    401    3      2      5      CopyVideoBuffer
127    1627   12     11     15     UnlockVideoBuffer
127    1901   14     13     18     Actor Rendering
127    1400   11     6      19     Wall Rendering
127    1302   10     8      13     Floor Rendering
127    420    3      3      4      ClearZScreen
127    1214   9      9      12     ClearScreen
127    7219   56     52     63     RenderNormalDisplay
127    481    3      3      5      LockVideoBuffer
127    9370   73     68     80     Refresh
127    362    2      1      6      Process
127    20     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
120    372    3      3      4      CopyVideoBuffer
120    1467   12     11     14     UnlockVideoBuffer
120    1809   15     13     18     Actor Rendering
120    2088   17     11     28     Wall Rendering
120    1196   9      7      13     Floor Rendering
120    395    3      3      4      ClearZScreen
120    1161   9      9      12     ClearScreen
120    7563   63     55     72     RenderNormalDisplay
120    467    3      3      5      LockVideoBuffer
120    9550   79     71     88     Refresh
120    315    2      1      6      Process
120    18     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
122    384    3      2      5      CopyVideoBuffer
